Item,Test code,Trade name,Generic name,Drug form,Dasage,Batch numbers,Exp.Date,Manufacturer,Country,Content/value deviation, API test result,Accepted range,Test result 0=Substadard 1=Meet standard 
265,ICARS:24.09.03.292,Tetracycline,Tetracycline,Capsules,250mg,67111,21/3/2028,HK,Thailand,0.2731 g        (-2.3 ; 2.9),101.4%,90.0 - 110.0%,1
266,ICARS:24.09.03.293,Tetracycline,Tetracycline,Capsules,250mg,240636,06/2027,ZD,China,0.3959 g        (-2.7 ; 2.3),98.8%,90.0 - 110.0%,1
267,ICARS:24.09.03.294,Penicilin V Kali,Penicillin,Tables,"1,000,000IU",303,050226,THEPHACO,Vietnam,0.7211 g        (-1.0 ; 0.9),100.5%,90.0 - 120.0%,1
268,ICARS:24.09.03.295,Cefixim 400-CGP,Cefixime,Tablet,400mg,90100623,100625,VPC PHARIMEXCO,Vietnam,0.8625 g        (-1.4 ; 1.2),107.8%,90.0 - 110.0%,1
269,ICARS:24.09.03.296,AMPI-500,Ampicillin,Capsul,500mg,240501,05.2027,Alliance,Laos,0.5182 g        (-1.9 ; 1.7),96.4%,90.0 - 110.0%,1
270,ICARS:24.09.03.297,MOXY-250,Amoxicillin,Capsul,250mg,66080,17/2/2026,HK,Thailand,0.3327 g        (-5.8; 7.1),99.5%,90.0 - 120.0%,1
271,ICARS:24.09.03.298,Penicilin V Kali,Penicillin,Tablet,400.000IU,010423,06/02/2026,MD Pharco,Vietnam,3127 g        (-2.9 ; 1.3),104.1%,90.0 - 120.0%,1
272,ICARS:24.09.03.299,AMOXYCILLIN,Amoxicillin,Capsul,500mg,300203,12/2026,Codupha-lao,Laos,0.6007 g        (-5.0 ; 3.2),99.0%,90.0 - 120.0%,1
273,ICARS:24.09.03.300,Penicilin V Kali,Penicillin,Tablet,1.000.000IU,311,14/03/2026,THEPHACO,Vietnam,0.7152 g        (-1.1 ; 0.4),105.3%,90.0 - 120.0%,1
274,ICARS:24.09.03.301,DOXYLCAP,Doxycycline,Capsul,100mg,209,28/4/2027,BANKOK LAB,Thailand,0.2238 g        (-1.1 ; 2.1),100.4%,90.0 - 120.0%,1
275,ICARS:24.09.03.302,AMPICILLIN,Ampicillin,Capsul,500mg,300501,03/2026,Codupha-lao,Laos,0.5893 g        (-1.6 ; 3.0),97.0%,90.0 - 110.0%,1
276,ICARS:24.09.03.303,KLORAMPHENICOL,Chloramphenicol,Capsules,250mg,3133301,16/03/2026,Codupha-lao,Laos,0.3887 g        (-7.2; 7.1),91.5%,90.0 - 110.0%,1
277,ICARS:24.09.03.304,ERYTHROMYCIN,Erythromycin,Tablet,500mg,022024,15/062028,Armephaco,Vietnam,0.9280 g        (-0.7; 0.9),100.4%,90.0 - 120.0%,1
278,ICARS:24.09.03.305,ERYTHRO-250,Erythromycin,Tablet,250mg,312701,02/2026,Codupha-lao,Laos,0.4988 g        (-3.0 ; 3.5),102.1%,90.0 - 120.0%,1
279,ICARS:24.09.03.306,METROZOL 500,Metronidazole,Tablet,500mg,040524,05/2027,CBF,Laos,0.5764 g        (-1.9 ; 1.8),102.6%,93.0 - 107.0%,1
280,ICARS:24.09.03.307, DI-ERY 500,Erythromycin,Tables,500mg,001,06/2026,N0.3,Laos,0.6713 g        (-2.0 ; 1.8),95.5%,90.0 - 120.0%,1
281,ICARS:24.09.03.308,AZITHROMYCIN,Azithromycin,Tables,500mg,240038004,03/2027,No.3,Laos,0.6961 g        (-3.0 ; 4.2),99.8%,90.0 - 110.0%,1
282,ICARS:24.09.03.309,AMPICILLIN,Amoxicillin,Tablet,250mg,2444009,05/2027,KPN,Laos,0.3586 g        (-2.2 ; 1.4),96.2%,90.0 - 110.0%,1
283,ICARS:24.09.03.310,LEOMYCIN,Tetracycline,Tables,250mg,313601,15/01/2026,Codupha-lao,Laos,0.7588 g        (-0.9 ; 1.2),96.4%,90.0 - 110.0%,1
284,ICARS:24.09.03.311,PENCILLIN,Penicillin,Tablet,500.000IU,117755,27/07/2025,The medicpharma,Thailand,0.5694 g        (-1.6 ; 1.1),97.2%,90.0 - 120.0%,1
285,ICARS:24.09.03.312,ZAMOCIL 500,Amoxicillin,Capsule,500mg,230622,05/2026,Sinopharm,China,0.5821g        (-3.1 ; 2.4),100.2%,90.0 - 120.0%,1
286,ICARS:24.09.03.313,AMOXYCILLIN,Amoxicillin,Capsule,500mg,2446020,04/2027,KPN,Laos,0.5856 g        (-2.5 ; 3.6),96.4%,90.0 - 120.0%,1
287,ICARS:24.09.03.314,AMOX-500,Amoxicillin,Capsul,500mg,240401,04/2027,Alliance,Laos,0.4862 g        (-2.5 ; 4.6),98.2%,90.0 - 120.0%,1
288,ICARS:24.09.03.315,Penicilin V Kali,Penicillin,Tapbles,"1,000,000IU",250424,17/4/2027,Vidiphar,Vietnam,7268 g        (-0.6 ; 1.0),102.2%,90.0 - 120.0%,1
289,ICARS:24.09.03.316,Penicilin V ,Penicillin,TABLET,"400,000IU",301103,9/1/25,Codupha-lao,Laos,0.3939 g        (-3.4 ; 1.3),103.8%,90.0 - 120.0%,1
290,ICARS:24.09.03.317,AMPICILLIN,Ampicillin,Tables,500mg,300535,11/2026,Codupha-lao,Laos,0.6017 g        (-2.0 ; 1.7),97.2%,90.0 - 110.0%,1
291,ICARS:24.09.03.318,Starmox 500,Amoxicillin,Tabales,500mg,70154,1/2027,Seven Star,Thailand,0.8232 g        (-1.3 ; 1.3),99.7%,90.0 - 120.0%,1
292,ICARS:24.09.03.319,METROZOL 500,Metronidazole,Tablet,500mg,020324,03/2027,CBF,Laos,0.5687 g        (-3.1 ; 3.6),106.5%,93.0 - 107.0%,1
293,ICARS:24.09.03.320,AZITHROMAX,Azithromycin,Tables,250mg,81123,11/2026,CBF,Laos,0.3325 g        (-2.4; 2.9),98.7%,90.0 - 110.0%,1
294,ICARS:24.09.03.321, DI-ERY 500,Erythromycin,Tables,500mg,005,09/2026,No.3,Laos,0.6748 g        (-1.1 ; 2.2),94.0%,90.0 - 120.0%,1
295,ICARS:24.09.03.322,ERYTHRO-250,Erythromycin,Tablet,250mg,312706,10/2026,Codupha-lao,Laos,0.4967g        (-3.2 ; 4.6),102.0%,90.0 - 120.0%,1
296,ICARS:24.09.03.323,ERYTHRO-250,Erythromycin,Tablet,250mg,312704,07/2026,Codupha-lao,Laos,0.5015 g        (-7.3 ; 7.0),102.8%,90.0 - 120.0%,1
297,ICARS:24.09.03.324,ERYTHRO-250,Erythromycin,Tablet,250mg,312708,11/2026,Codupha-lao,Laos,0.4853g        (-6.6; 4.6),98.0%,90.0 - 120.0%,1
298,ICARS:24.09.03.325,BOMCIN 500,Tetracycline,Capsules,500mg,2425201,10/01/2027,New charoen,Thailand,0.6079 g        (-1.3; 1.5),102.1%,90.0 - 110.0%,1
299,ICARS:24.09.03.326,GANO spec500,Tetracycline,Capsules,500mg,42319,9/11/2026,PICCO PHARMA,Thailand,0.5210 g        (-0.7 ; 0.7),98.6%,90.0 - 110.0%,1
300,ICARS:24.09.03.327,TC-MYCIN 500,Tetracycline,Capsules,500mg,279T,23/2/2027,Wesco pharma,Thailand,0.5064 g        (-1.5 ; 1.5),102.2%,90.0 - 110.0%,1
301,ICARS:24.09.03.328,DOXYCYCLINE,Doxycycline,Capsul,100mg,312204,23/5/2026,Codupha-lao,Laos,0.2189g        (-3.4 ; 2.6),95.2%,90.0 - 120.0%,1
302,ICARS:24.09.03.329,KLORAMPHENICOL,Chloramphenicol,Capsules,250mg,313315,11/2026,Codupha-lao,Laos,0.3861 g        (-7.0 ; 7.3),98.5%,90.0 - 110.0%,1
303,ICARS:24.09.03.330,AZITHROMYCIN,AZITHROMYCIN,TABLET,500mg,240038006,04/2027,No.3,Laos,6976 g        (-3.2 ; 4.0),99.7%,90.0 - 110.0%,1
304,ICARS:24.09.03.331,AMPICILLIN,Amoxicillin,Tablet,250mg,2444001,05/2027,KPN,Laos,0.3586 g        (-2.0 ; 3.2),96.5%,90.0 - 110.0%,1
305,ICARS:24.09.03.332,LEOMYCIN,Tetracycline,Tablet,250mg,313607,27/03/2026,Codupha-lao,Laos,0.7421 g        (-1.5 ; 0.6),93.3%,90.0 - 110.0%,1
306,ICARS:24.09.03.333,TETRA ,Tetracycline,Tablet,250mg,216103,26/9/2025,Codupha-lao,Laos,0.3827 g        (-1.7 ; 2.3),94.3%,90.0 - 110.0%,1
307,ICARS:24.09.03.334,Tetracycline,Tetracycline,Capsules,250mg,65419,16/6/2026,H K,Thailand,0.2751g        (-5.2 ; 3.2),101.4%,90.0 - 110.0%,1
308,ICARS:24.09.03.335,LEOMYCIN,Tetracycline,Tablet,250mg,313610,22/5/206,Codupha-lao,Laos,0.7613 g        (-0.8 ; 0.6),94.1%,90.0 - 110.0%,1
309,ICARS:24.09.03.336,Ampicillin,Ampicillin,Tablet,250mg,300729,22/11/2026,Codupha-lao,Laos,0.3604 g        (-2.8 ; 4.1),96.6%,90.0 - 110.0%,1
310,ICARS:24.09.03.337,Ampicillin,Ampicillin,Capsule,500mg,2345030,09/2026,KPN,Laos,0.5850 g        (-1.3 ; 3.8),96.4%,90.0 - 110.0%,1
311,ICARS:24.09.03.338,ERYTHRO-250,Erythromycin,Tablet,250mg,312703,07/2026,Codupha-lao,Laos,0.4938 g        (-2.6; 5.4),98.4%,90.0 - 120.0%,1
312,ICARS:24.09.03.339,AZITHROMAX,Azithromycin,Tablet,250mg,061122,11/2025,CBF,Laos,0.3395 g        (-1.0 ; 1.4),99.3%,90.0 - 110.0%,1
313,ICARS:24.09.03.340,METRONIDAZOLE,Metronidazole,Tablet,500mg,213703,03/7/2025,Codupha-lao,Laos,0.5985 g        (-2.8 ; 2.7),95.5%,93.0 - 107.0%,1
314,ICARS:24.09.03.341,ERYTHROMYCIN,Erythromycin,Tablet,500mg,012024,01/03/2028,ARME PHACO,Vietnam,0.9319 g        (-1.0 ; 1.6),99.3%,90.0 - 120.0%,1
315,ICARS:24.09.03.342,AMOXYCILLIN,Amoxicillin,Capsule,500mg,300203,12/2026,Codupha-lao,Laos,0.5969 g        (-4.6 ; 4.1),99.6%,90.0 - 120.0%,1
316,ICARS:24.07.03.343,TREX-250,Tetracycline,Tablets,250mg,664735,04.10.26,TREX,Thailand,0.8343 g        (-0.6 ; 0.6),105.9%,90.0 - 110.0%,1
317,ICARS:24.07.03.344,CEFIXIM 200,Cefixime,Capsules,200mg,12270623,27.06.2025,VPC,Vietnam,0.3187 g        (-2.6 ; 3.7),101.4%,90.0 - 110.0%,1
318,ICARS:24.07.03.345,TC-MYCIN 500,Tetracycline,Tablets,500mg,271T,26/10/26,TCP,Thailand,0.5150 g        (-0.6; 0.5),100.3%,90.0 - 110.0%,1
319,ICARS:24.07.03.346,GANO SPEC 500,Tetracycline,Capsules,500mg,42401,09/01/27,PICCO PHARMA,Thailand,0.4989g        (-0.5 ; 1.0),103.5%,90.0 - 110.0%,1
320,ICARS:24.07.03.347,GLAMOXYL,Amoxicillin,Tablets,500mg,A59W,08.2025,GSK,France,0.5745g        (-1.1 ; 0.7),99.8%,90.0 - 120.0%,1
321,ICARS:24.07.03.348,BOMCIN,Tetracycline,Capsules,500mg,2425201,10.01.2027,NEWCHAROEN,Thailand,0.5948 g        (-0.6; 0.4),103.5%,90.0 - 110.0%,1
322,ICARS:24.07.03.349,ERYTHROMYCIN,Erythromycin,Capsules,250mg,120723,04.08.2026,VIDIPHA,Vietnam,0.4830 g        (-2.2 ; 2.1),100.7%,90.0 - 120.0%,1
323,ICARS:24.07.03.350,METROZOL,Metronidazole,Tablets,500mg,020324,03.2027,CBF,Laos,0.5735 g        (-3.2; 3.0),99.4%,93.0- 107.0%,1
324,ICARS:24.07.03.351,VEJAR-VK,Penicillin,Capsules,400.000UI,2205007,04.05.2025,NCPC,China,0.2945g        (-2.2 ; 2.2),103.0%,90.0 - 120.0%,1
325,ICARS:24.07.03.352,DOXYLCAP,Doxycycline,Capsules,100mg,014,08.12.2028,BANGKOK,Thailand,0.2226 g        (-1.9; 2.7),101.6%,90.0 - 120.0%,1
326,ICARS:24.07.03.353,PENICILLIN,Penicillin,Capsules,500.000UI,126303,20.01.2026,THE MEDICPHARMA,Thailand,0.5834 g        (-0.8 ; 0.9),105.5%,90.0 - 120.0%,1
327,ICARS:24.07.03.354,PENICILLIN,Penicillin,Capsules,500.000IU,125419,04.01.2026,THE MEDICPHARMA,Thailand,0.5554 g        (-0.9 ; 0.4),103.7%,90.0 - 120.0%,1
328,ICARS:24.07.03.355,METRONIDAZOL,Metronidazole,Tablets,250mg,040723,01.26,CBF,Laos,0.4548 g        (-2.9 ; 3.3),106.0%,93.0 - 107.0%,1
329,ICARS:24.07.03.356,AZITHROMYCIN,Azithromycin,Tablets,500mg,01,03.2027,N0.3,Laos,0.6993g        (-1.9 ; 1.8),98.7%,90.0 - 110.0%,1
330,ICARS:24.07.03.357,AZITHROMAX,Azithromycin,Tablets,250mg,010124,01/2027,CBF,Laos,0.3414 g        (-1.3 ; 1.9),98.5%,90.0 - 110.0%,1
331,ICARS:24.07.03.358,Erythromycin,Erythromycin,Capsule,500mg,3430424,04.2027,KH,Vietnam,0.8923g        (-1.0 ; 2.1),95.4%,90.0 - 120.0%,1
332,ICARS:24.07.03.359,HEROLMYCIN,Heromycin,Capsule,250mg,73100115,210370,Trade Mark,Thailand,0.2779 g        (-1.6 ; 1.4),96.2%,90.0 - 110.0%,1
333,ICARS:24.07.03.360,AMPICILLIN,Ampicillin,Capsule,500mg,2445005,05.27,KPN,Laos,0.5696 g        (-1.4 ; 1.5),99.6%,90.0 - 110.0%,1
334,ICARS:24.07.03.361,Moxy 500,Amoxicillin,Tablet,500mg,67156,19/4/2027,H K,Thailand,0.5542 g        (-2.1 ;2.6),99.3%,90.0 - 120.0%,1
335,ICARS:24.07.03.362,Amoxicillin,Amoxicillin,Capsules,500mg,2446029,07/2027,KPN,Laos,0.5840g        (-2.6 ; 2.2),99.4%,90.0 - 120.0%,1
336,ICARS:24.07.03.363,Tetracycline HCl,Tetracycline,Capsule,250mg,67111,21/3/2028,H K,Thailand,0.691 g        (-1.4 ; 1.8),95.7%,90.0 - 110.0%,1
337,ICARS:24.07.03.364,KLORAMPHENICOL,Chloramphenicol,Tablets,250mg,313315,11.26,Codupha-lao,Laos,0.3872 g        (-7.2 ; 7.4),93.8%,90.0 - 110.0%,1
338,ICARS:24.07.03.365,PENICILLIN,Penicillin,Tablets,1000000iu,1221223,26.12.2026,VIDIPHA,Vietnam,0.7217 g        (-1.0 ; 1.7),102.8%,90.0 - 120.0%,1
339,ICARS:24.07.03.366,AZITHROMYCIN,Azithromycin,Tablets,500mg,230038006,08.2026,N0.03,Laos,0.7230 g        (-0.8 ; 1.1),99.6%,90.0 - 110.0%,1
340,ICARS:24.07.03.367,AZITHROMAX,Azithromycin,Tablets,250mg,071023,10.2026,CBF,Laos,0.3415g        (-3.5 ; 1.5),99.9%,90.0 - 110.0%,1
341,ICARS:24.07.03.368,ECOTHROCIN 500,Azithromycin,Capsules,500mg,2309053,08/2026,IMPULSE,INDIA,6706 g       (-1.7 ; 1.4),99.6%,90.0 - 110.0%,1
342,ICARS:24.07.03.369,AMOX-500,Amoxicillin,Tablets,500mg,706230601,06/2026,ALLIANCE,Laos,0.5105g        (-3.1 ; 2.3),96.0%,90.0 - 120.0%,1
343,ICARS:24.07.03.370,AMOXY G 500,Amoxicillin,Capsules,500mg,66157P,28/3/2026,HK,Thailand,0.5648 g        (-1.4 ; 5.0),98.8%,90.0 - 120.0%,1
344,ICARS:24.07.03.371,AMOXY 500,Amoxicillin,Capsules,500mg,67037,24/1/27,HK,Thailand,0.5514 g        (-2.6 ; 3.0),99.3%,90.0 - 120.0%,1
345,ICARS:24.07.03.372,STARMOX-500,Amoxicillin,Tablets,500mg,0664,03/2027,SEVENSTAR,Thailand,0.5972 g        (-2.8 ; 4.0),98.8%,90.0 - 120.0%,1
346,ICARS:24.07.03.373,ERYTHROMYCIN,Erythromycin,Tablets,500mg,042023,2/8/2027,CONG TY,Vietnam,0.9294 g        (-2.4; 1.8),100.1%,90.0 - 120.0%,1
347,ICARS:24.07.03.374,ERYTHROMYCIN 250,Erythromycin,Capsules,250mg,24001AN,22/2/2027,MEKOPHAR,Vietnam,0.4540g        (-3.2 ; 1.6),98.0%,90.0 - 120.0%,1
348,ICARS:24.07.03.375,GANO SPEC 500,Tetracycline,Capsules,500mg,42401,09/01/27,PICCO PHARMA,Thailand,0.4925 g        (-0.4; 0.4),102.5%,90.0 - 110.0%,1
349,ICARS:24.07.03.376,TC-MYCIN,Tetracycline,Tablets,250mg,2603A,12/1/2026,VESCO,Thailand,0.2885g        (-1.3 ; 1.6),97.3%,90.0 - 110.0%,1
350,ICARS:24.07.03.377,LEOMYCIN,Tetracycline,Tablets,250mg,213604,21/3/2025,CODUPHA,Laos,0.7040 g      (-1.0 ; 0.6),93.4%,90.0 - 110.0%,1
351,ICARS:24.07.03.378,MEKOPEN,Penicillin,Tablets,"1,000,000IU",23020AN,100825,MEKOPEN,Vietanam,0.7345 g        (-4.4 ; 3.9),103.6%,90.0 - 120.0%,1
352,ICARS:24.07.03.379,PENICILLIN V KALL,Penicillin,capsules,"1.000,000IU",310723,140726,VIDIPHA,Vietnam,0.6113 g        (-7.0 ; 6.5),104.1%,90.0 - 120.0%,1
353,ICARS:24.07.03.380,METRODYL 500,Metronidazole,capsules,500mg,2309023,130927,No:02,Laos,0.6349 g        (-2.8 ; 2.7),105.3%,93.0 - 107.0%,1
354,ICARS:24.07.03.381,METRONIDAZOL 250,Metronidazole,capsules,250mg,010123,1/7/2025,CBF,Laos,0.4516 g        (-1.8 ; 1.8),101.9%,93.0 - 107.0%,1
355,ICARS:24.07.03.382,METROZOL 500,Metronidazole,capsules,500mg,030524,05.2027,CBF,Laos,0.5638 g        (-2.1 ; 2.0),103.0%,93.0 - 107.0%,1
356,ICARS:24.07.03.383,AMPICILLIN,Ampicillin,Tablets,250mg,2444006,05/2027,KPN,Laos,0.3568 g        (-3.0 ; 2.3),96.0%,90.0 - 110.0%,1
357,ICARS:24.07.03.384,AMPI-500,Ampicillin,Tablets,500mg,240501,05.2027,ALLIANCE,Laos,0.5319g        (-0.6 ; 1.1),101.7%,90.0 - 110.0%,1
358,ICARS:24.07.03.385,KLORAMPHENICOL,Chloramphenicol,Tablets,250mg,313305,17.05.26,CODUPHA,Laos,0.3916g        (-7.3 ; 6.4),98.0%,90.0 - 110.0%,1
359,ICARS:24.07.03.386,DOXYMAN-100,Doxycycline,Tablets,100mg,7986403,2/4/2025,T-MAN,Thailand,0.3249g        (-4.0; 2.0),99.5%,90.0 - 120.0%,1
360,ICARS:24.07.03.387,CEFIXIM 200,Cefixime,Tablets,200mg,001-310124,31.01.2027,TV.PHARM,Vietnam,0.4144g        (-2.1 ;1.9),104.2%,90.0 - 110.0%,1
361,ICARS:24.09.09.388,DOXYCYCLINE,Doxycycline,Capsules,100mg,312204,05.2026,CODUPHA,Laos,0.2275 g        (-2.5 ; 4.9),99.9%,90.0 - 120.0%,1
362,ICARS:24.09.09.389,CEFIX-400,Cefixime,Tablet,400mg,010723,01.2026,CBF,Laos,0.6390 g        (-3.8 ; 3.6),103.8%,90.0 - 110.0%,1
363,ICARS:24.09.09.390,PENI-ZEM,Penicillin,Tablet,"400,000IU",010324,03.2026,CBF,Laos,0.3359 g        (-0.8 ; 1.1),105.0%,90.0 - 120.0%,1
364,ICARS:24.09.09.391,CEFIX-200,Cefixime,Tablet,200mg,020922,03.2025,CBF,Laos,0.3502g        (-7.3 ; 3.0),106.5%,90.0 - 110.0%,1
365,ICARS:24.09.09.392,ERYTHRO-500,Erythromycin,Tablet,500mg,312306,05.2026,CODUPHA,Laos,0.7114 g        (-40 ; 1.9),95.0%,90.0 - 120.0%,1
366,ICARS:24.09.09.393,ERY-500,Erythromycin,Tablet,500mg,031223,06.2026,CBF,Laos,0.9359 g        (-2.8 ; 1.8),93.7%,90.0 - 120.0%,1
367,ICARS:24.09.09.394,AMOXY M.H,Amoxicillin,Casules,500mg,L61APT,3/1/2026,M&H,Thailand,0.6309 g        (-2.6 ; 3.5),98.9%,90.0 - 120.0%,1
368,ICARS:24.09.09.395,AZITHROMAX,Azithromycin,Tablet,250mg,081123,11.2026,CBF,Laos,0.339.0 g        (-2.4 ; 0.8),99.5%,90.0 - 110.0%,1
369,ICARS:24.09.09.396,AMPI-500,Ampicillin,Casules,500mg,240501,05.2027,ALLIANCE ,Laos,0.5165g        (-1.1 ; 1.3),101.6%,90.0 - 110.0%,1
370,ICARS:24.09.09.397,CLAMOXYL,Amoxicillin,Casules,500mg,A59W,08/2026,GLAXO,France,0.5739 g        (-1.2 ; 0.5),99.1%,90.0 - 120.0%,1
371,ICARS:24.09.09.398,ZAMOCIL,Amoxicillin,Capsules,500mg,230622,05.2026,WEIQIDA,CHINA,0.5832 g        (-1.3 ; 1.1),99.5%,90.0 - 120.0%,1
372,ICARS:24.09.09.399,AZITHROMAX,Azithromycin,Tablet,500mg,010723,01.2026,CBF,Laos,0.6759 g        (-1.3 ; 1.3),99.7%,90.0 - 110.0%,1
373,ICARS:24.09.09.400,METROZOL 500,Metronidazole,Tablet,500mg,040722,072025,CBF,Laos,0.5658 g        (-1.9 ; 1.6),104.5%,93.0- 107.0%,1
374,ICARS:24.09.09.401,DOXYLCAP,Doxycycline,Capsules,100mg,826,06/2028,Bankok Lab,Thailand,0.2257 g        (-2.8 ; 2.0),105.5%,90.0 - 120.0%,1
375,ICARS:24.09.09.402,HEROLMYCIN,Tetracycline,Capsules,250mg,2301002,08/2026,KPN,Laos,0.4234 g        (-4.8 ; 2.7),93.8%,90.0 - 120.0%,1
376,ICARS:24.09.09.403,PENI-ZEM,Penicillin,Tablet,"400,000IU",010223,02/2025,CBF,Laos,0.3445 g        (-0.5 ; 1.3),103.1%,90.0 - 120.0%,1
377,ICARS:24.09.09.404,AMPI-500,Ampicillin,Capsules,500mg,709230602,06.2026,ALLIANCE ,Laos,0.5989 g        (-1.2 ; 2.0),99.9%,90.0 - 110.0%,1
378,ICARS:24.09.09.405,ZAMOCIL,Amoxicillin,Capsules,500mg,230447,03.2026,WEIQIDA,CHINA,0.5805g        (-1.0 ; 0.9),98.5%,90.0 - 120.0%,1
379,ICARS:24.09.09.406,AMPICILLIN,Ampicillin,Tablet,250mg,2344003,7.2026,KPN,Laos,0.3559g        (-2.2 ;2.7),97.3%,90.0 - 110.0%,1
380,ICARS:24.09.09.407,LEOMYCIN,Tetracycline,Tablet,250mg,313614,08/2026,CODUPHA,Laos,0.7044 g        (-5.6 ; 6.4),94.0%,90.0 - 120.0%,1
381,ICARS:24.09.09.408,CHLORAMPHENICOL,Chloramphenicol,Capsules,250mg,312203,11/26,CODUPHA,Laos,0.3872 g        (-7.4 ; 5.0),94.6%,90.0 - 110.0%,1
382,ICARS:24.09.09.409,AMPICILLIN,Ampicillin,Tablet,500mg,2445009,05/2027,KPN,Laos,0.5673 g        (-1.4 ; 1.0),96.4%,90.0 - 110.0%,1
383,ICARS:24.09.09.410,METRONIDAZOL 250,Metronidazole,Tablet,250mg,051023,04/2026,CBF,Laos,0.4583 g        (-3.0 ; 4.4),101.3%,93.0 - 107.0%,1
384,ICARS:24.09.09.411,ERY-250,Erythromycin,Tablet,250mg,050723,01.2026,CBF,Laos,0.3853 g        (-6.0 ; 5.1),95.7%,90.0 - 120.0%,1
385,ICARS:24.09.09.412,PENI-ZEM,Penicillin,Tablet,"400,000IU",020223,02/2025,CBF,Laos,0.3456g        (-0.9 ; 1.7),99.5%,90.0 - 120.0%,1
386,ICARS:24.09.09.413,AMOXYCILLIN,Amoxicillin,Capsules,500mg,2346012,02.2026,KPN,Laos,0.6009 g       (-2.6 ; 2.5),99.4%,90.0 - 120.0%,1
387,ICARS:24.09.09.414,AMPICILLIN,Ampicillin,Tablet,500mg,2345006,03.2026,KPN,Laos,0.5093g        (-0.6 ; 1.0),95.8%,90.0 - 110.0%,1
388,ICARS:24.09.09.415,METROZOL 500,Metronidazole,Tablet,500mg,081023,10/2026,CBF,Laos,0.5635 g        (-2.0 ; 2.5),101.1%,93.0 - 107.0%,1
389,ICARS:24.09.09.416,PENI-ZEM,Penicillin,Tablet,"400,000IU",030423,04/2025,CBF,Laos,0.3415 g        (-0.5 ; 0.5),94.2%,90.0 - 120.0%,1
390,ICARS:24.09.09.417,GANO SPEC,Tetracycline,Tablet,500mg,42205,04/05/25,PICCO,THAILAND,0.5210 g        (-4.8 ; 1.1),95.0%,90.0 - 120.0%,1
391,ICARS:24.09.09.418,AMOXYCILLIN,Amoxicillin,Capsules,500mg,300193,11.2026,CODUPHA,Laos,0.6011 g        (-3.4 ; 2.8),99.3%,90.0 - 120.0%,1
392,ICARS:24.09.09.419,AMPICILLIN,Ampicillin,Tablet,500mg,2345035,11.2026,KPN,Laos,0.5704 g        (-3.2 ; 2.8),102.5%,90.0 - 110.0%,1
393,ICARS:24.09.09.420,DOXYCYCLINE,Doxycycline,Capsules,100mg,312205,09.2026,CODUPHA,Laos,0.2482g        (-3.6 ; 2.9),104.1%,90.0 - 120.0%,1
394,ICARS:24.09.09.421,ERYTHRO-500,Erythromycin,Tablet,500mg,312310,11.2026,CODUPHA,Laos,0.9264 g        (-1.6 ; 2.5),95.9%,90.0 - 120.0%,1
395,ICARS:24.09.09.422,PENI-ZEM,Penicillin,Tablet,"400,000IU",030423,04/2025,CBF,Laos,0.3359 g       (-0.8 ; 0.4),101.4%,90.0 - 120.0%,1
396,ICARS:24.09.09.423,METROZOL 500,Metronidazole,Tablet,500mg,081023,10/2026,CBF,Laos,0.5669 g        (-1.7 ; 3.2),101.3%,93.0 - 107.0%,1
397,ICARS:24.09.09.424,CHLORAMPHENICOL,Chloramphenicol,Capsules,250mg,313314,11/2026,CODUPHA,Laos,0.3856 g        (-7.4 ; 7.0),100.3%,90.0 - 110.0%,1
398,ICARS:24.09.09.425,TETRA-KPN,Tetracycline,Capsules,250mg,2216005,09/2025,KPN,LAOS,0.4235 g       (-6.2 ; 6.7),95.0%,90.0 - 120.0%,1